pair,type,enrichment_ratio_r1_d2,enrichment_ratio_r1_d5,enrichment_ratio_r1_d10,enrichment_ratio_r2_d2,enrichment_ratio_r2_d5,enrichment_ratio_r2_d10,enrichment_fraction_r1_d2,enrichment_fraction_r1_d5,enrichment_fraction_r1_d10,enrichment_fraction_r2_d2,enrichment_fraction_r2_d5,enrichment_fraction_r2_d10,bound_r1_d2,bound_r1_d5,bound_r1_d10,bound_r2_d2,bound_r2_d5,bound_r2_d10,unbound_r1_d2,unbound_r1_d5,unbound_r1_d10,unbound_r2_d2,unbound_r2_d5,unbound_r2_d10,norm_bound_r1_d2,norm_bound_r1_d5,norm_bound_r1_d10,norm_bound_r2_d2,norm_bound_r2_d5,norm_bound_r2_d10,norm_unbound_r1_d2,norm_unbound_r1_d5,norm_unbound_r1_d10,norm_unbound_r2_d2,norm_unbound_r2_d5,norm_unbound_r2_d10,avg_enrichment_d2,avg_enrichment_d5,avg_enrichment_d10,domain1,domain2,d1_Gene,d1_Pathway,d1_Description,d2_Gene,d2_Pathway,d2_Description,d1_avg_d2,d1_sd_d2,d1_avg_d5,d1_sd_d5,d1_avg_d10,d1_sd_d10,d1_description,d2_avg_d2,d2_sd_d2,d2_avg_d5,d2_sd_d5,d2_avg_d10,d2_sd_d10,d2_description,composition,character,control,hit_gene,ctrl_character,order,hit_score_d2,hit_score_d5,hit_score_d10
Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Random_control;;;205;,1 control Pair,-1.2705503360534127,2.876459439064688,1.6270168117824697,-0.5850923727306648,2.476389845275571,0.3797416510435176,0.2930372209676757,0.880145607871084,0.7554256690775301,0.3999783952943672,0.8476778055101707,0.565426900886541,1175,1864,747,1283,1469,769,1664,69,502,34,316,571,2.341519998005623e-5,8.757023647393369e-5,4.449848332846749e-5,4.263650169065526e-5,1.4709741944663937e-4,5.4833716931667775e-5,5.649000763395914e-5,1.1924933064832232e-5,1.440669444078378e-5,6.396051002863173e-5,2.6432450617741428e-5,4.2143835508255395e-5,-0.9278213543920388,2.6764246421701294,1.0033792314129937,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,Random_control;;;205;,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,NA,Random,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,-1.3734530995244667,1.2911184190425231,-0.16366421890372546,1.738419130885381,-0.04995386482655279,0.6804343181616458,Control,A-C,Activator,Random_control;;;205;,CXXC1,NucDom Act,H-C,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Random_control;;;21;,1 control Pair,-2.5846972263066066,1.452311894905137,0.9313401828930064,-0.9572017157182492,1.4042763602135635,0.8400658806941108,0.14287965954543227,0.7323671528537995,0.6560082796423478,0.33995793679347264,0.7257907401940717,0.6415940031807241,608,1208,588,933,681,945,2141,120,640,32,308,510,1.2116120500318456e-5,5.6751526641905526e-5,3.502691860393425e-5,3.100534378595586e-5,6.819151983877562e-5,6.738343628143829e-5,7.268335717806883e-5,2.0739014025795183e-5,1.8367100482274145e-5,6.019812708577105e-5,2.5763274652735315e-5,3.764160439441375e-5,-1.7709494710124278,1.4282941275593504,0.8857030317935586,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,Random_control;;;21;,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,NA,Random,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,-1.1282238431064355,1.4410448701167542,-0.1580536242660163,1.6959808009365938,0.3795897062437013,0.7496552136902149,Control,A-C,Activator,Random_control;;;21;,CXXC1,NucDom Act,H-C,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Random_control;;;257;,1 control Pair,-0.8274493484182514,2.111374497301951,0.7577519673601091,-1.5514719586656331,1.769746645215578,-0.01991597201470307,0.36041942599453336,0.8120663814798211,0.6283707497056016,0.2543778114241972,0.7732395805584866,0.496548879843889,888,763,413,309,282,342,925,48,507,16,99,335,1.769591283599143e-5,3.5845542075971783e-5,2.4602240448001437e-5,1.0268650835863194e-5,2.823789808301722e-5,2.4386386463758625e-5,3.140219775325253e-5,8.295605610318075e-6,1.4550187413301544e-5,3.0099063542885523e-5,8.281052566950637e-6,2.472536759240903e-5,-1.1894606535419423,1.9405605712587644,0.368917997672703,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,Random_control;;;257;,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,NA,Random,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,-1.1911654880169593,1.0011647047565508,-0.02554605352615294,1.647135339616673,-0.018038893562249327,0.5859941529839255,Control,A-C,Activator,Random_control;;;257;,CXXC1,NucDom Act,H-C,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Random_control;;;257; --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,1 control Pair,-1.5952345542655402,1.6956596619407631,0.08552939782353208,-1.5509117975089592,2.6272134345638003,0.9915370069351656,0.24866736929877423,0.7641091980264121,0.514816775848161,0.2544514623000537,0.8606915416394141,0.6653618169493392,1462,2562,1142,966,1987,1276,2593,215,2234,50,385,620,2.9134487124121025e-5,1.2036209541106122e-4,6.802847116614441e-5,3.210199581697037e-5,1.9896703365586955e-4,9.098546528583626e-5,8.802799867479331e-5,3.715740012954971e-5,6.411266012093818e-5,9.405957357151726e-5,3.2204093315919145e-5,4.576038181281672e-5,-1.5730731758872496,2.161436548252282,0.5385332023793489,Random_control;;;257;,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,NA,Random,Control,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,-1.1911654880169593,1.0011647047565508,-0.02554605352615294,1.647135339616673,-0.018038893562249327,0.5859941529839255,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,C-A,Activator,Random_control;;;257;,CXXC1,NucDom Act,C-H,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Random_control;;;297;,1 control Pair,-1.9208083324385683,2.158932880075348,1.0273860536211556,-0.24299056061547625,1.7732305760100582,1.801856958551863,0.20892740708812543,0.8170456408159932,0.6708715850125281,0.4579922042411581,0.7736627259618764,0.7771184068655045,867,1380,600,861,691,960,1927,84,611,18,242,266,1.7277428410815958e-5,6.48320420246934e-5,3.574175367748393e-5,2.861264844556055e-5,6.919286374242872e-5,6.845301463511192e-5,6.541841629245148e-5,1.451730981805663e-5,1.7534841241671093e-5,3.3861446485746216e-5,2.024257294143489e-5,1.963267993904717e-5,-1.0818994465270224,1.9660817280427032,1.414621506086509,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,Random_control;;;297;,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,NA,Random,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,-1.221769194177444,1.622341343013299,0.3595511180855213,1.8486682559997636,0.051833018131400545,0.763791497079229,Control,A-C,Activator,Random_control;;;297;,CXXC1,NucDom Act,H-C,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Random_control;;;297; --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,1 control Pair,-1.4387834456319324,2.636812898192242,0.2114532369718762,-0.851391432619236,0.3683884049393003,0.7049708634148976,0.2694748313508456,0.8614874348501979,0.5365765982452169,0.3566028308613177,0.5634922338071717,0.6197880174765278,438,572,439,502,289,545,697,25,787,16,268,323,8.728389439374151e-6,2.687241162182944e-5,2.6151049774025743e-5,1.6682403623311725e-5,2.8938838815574383e-5,3.886134685014166e-5,2.3661980361099473e-5,4.320627922040664e-6,2.258579387429648e-5,3.0099063542885523e-5,2.2417394827704753e-5,2.3839682783128708e-5,-1.145087439125584,1.502600651565771,0.4582120501933869,Random_control;;;297;,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,NA,Random,Control,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,-1.221769194177444,1.622341343013299,0.3595511180855213,1.8486682559997636,0.051833018131400545,0.763791497079229,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,C-A,Activator,Random_control;;;297;,CXXC1,NucDom Act,C-H,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Random_control;;;372;,1 control Pair,-1.3037883027605337,3.899344278821744,1.642549293861195,-0.8484056740861259,1.8375616529757832,0.1493608129095003,0.2882872138867699,0.9371928109093318,0.7574093512263627,0.3570778081294261,0.7813755849066878,0.5258591636118151,728,1537,1086,786,621,543,1055,28,722,25,208,473,1.450746007274973e-5,7.220786129851722e-5,6.469257415624591e-5,2.6120257465982105e-5,6.218345641685706e-5,3.871873640298518e-5,3.5815479599655585e-5,4.839103272685544e-6,2.072038523156551e-5,4.702978678575863e-5,1.7398575090158913e-5,3.491074289913275e-5,-1.0760969884233298,2.8684529658987636,0.8959550533853476,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,Random_control;;;372;,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,NA,Random,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,-1.302250609553733,1.3797424787493329,0.0998307017586648,1.896492242602414,-0.03027253229978106,0.7104379947513485,Control,A-C,Activator,Random_control;;;372;,CXXC1,NucDom Act,H-C,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Random_control;;;372; --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,1 control Pair,-0.08680127274235173,2.8725386980351812,0.3033945116211039,-0.3169029550705716,2.358369649114309,2.399556199808124,0.4849630214568981,0.8798586284643262,0.552381358249845,0.44530464990776,0.8368121023997346,0.84067320721334,863,916,434,409,287,497,538,34,730,9,67,91,1.7197717091734915e-5,4.3033442387405184e-5,2.5853201826713373e-5,1.3591838808634452e-5,2.8738570034843765e-5,3.543869611838607e-5,1.826419717972958e-5,5.876053973975303e-6,2.0949973987593945e-5,1.6930723242873108e-5,5.604348706926188e-6,6.716443137042453e-6,-0.20185211390646168,2.6154541735747454,1.351475355714614,Random_control;;;372;,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,NA,Random,Control,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,-1.302250609553733,1.3797424787493329,0.0998307017586648,1.896492242602414,-0.03027253229978106,0.7104379947513485,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,C-A,Activator,Random_control;;;372;,CXXC1,NucDom Act,C-H,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Random_control;;;385; --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,1 control Pair,-0.5388584374050015,3.5997695562215193,0.5998779655011006,-1.8229349865700075,3.874261757011602,1.6201001967522028,0.40769358794207927,0.9238025329509032,0.6024786822744468,0.2203612809185002,0.9361616234657596,0.75453881331118,231,223,46,80,98,105,197,5,63,5,8,33,4.603328676930203e-6,1.0476482153265671e-5,2.740201115273768e-6,2.658550378217008e-6,9.81317025580031e-6,7.487048475715366e-6,6.687819413395403e-6,8.641255844081327e-7,1.8080114537238608e-6,9.405957357151724e-6,6.691759650061121e-7,2.43563322552089e-6,-1.180896711987505,3.7370156566165607,1.1099890811266515,Random_control;;;385;,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,NA,Random,Control,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,-1.3816630564016006,1.4730173193189864,0.48020224298508857,1.8435607174784618,0.5452074234323764,0.9056451923004718,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,C-A,Activator,Random_control;;;385;,CXXC1,NucDom Act,C-H,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Random_control;;;385;,1 control Pair,-2.0072925130579313,3.847421401133324,1.518128423274167,-1.076980609176547,4.233079701535203,0.39891707560465783,0.19919246072218977,0.935040709645554,0.7412137159465733,0.3215830862080614,0.9495088731414784,0.5686899669214268,489,1112,425,644,864,434,1154,21,308,24,55,318,9.744708757657444e-6,5.224147154453555e-5,2.5317075521551115e-5,2.1401330544646915e-5,8.651611327562722e-5,3.094646703295685e-5,3.9176363467300994e-5,3.6293274545141575e-6,8.8391671070944308e-06,4.5148595314328285e-5,4.6005847594170205e-6,2.3470647445928573e-5,-1.542136561117239,4.040250551334264,0.9585227494394124,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,Random_control;;;385;,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,NA,Random,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,-1.3816630564016006,1.4730173193189864,0.48020224298508857,1.8435607174784618,0.5452074234323764,0.9056451923004718,Control,A-C,Activator,Random_control;;;385;,CXXC1,NucDom Act,H-C,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Random_control;;;410; --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,1 control Pair,0.667754401470034,3.4555498864335226,-0.844783162808997,0.5762361072498151,3.1702845747993065,1.1224951117969673,0.6136905504831132,0.916460903271186,0.35765445791946865,0.5985474438171564,0.9000224291170897,0.6852606243500262,1207,565,136,422,376,311,446,14,507,5,50,138,2.4052890532704568e-5,2.654355343764621e-5,8.101464166896357e-6,1.4023853245094715e-5,3.765053077735629e-5,2.217592453283313e-5,1.5140951565352033e-5,2.419551636342772e-6,1.4550187413301544e-5,9.405957357151724e-6,4.1823497812882e-6,1.018537530672372e-5,0.6219952543599245,3.3129172306164145,0.13885597449398512,Random_control;;;410;,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,NA,Random,Control,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,-0.826952687545683,1.4935485445301844,0.33617781573302113,1.7563925264183224,0.22633788551552275,0.7812071502047335,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,C-A,Activator,Random_control;;;410;,CXXC1,NucDom Act,C-H,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Random_control;;;410;,1 control Pair,-0.7179295862947147,2.209628724396249,1.841163273273436,-0.08315437679674768,2.8326123245612584,0.6561874969901154,0.3780975847895953,0.8222399887524325,0.7818017488470529,0.4855944324611206,0.87690230126837,0.6117880661077033,1160,1055,706,855,845,460,1120,62,409,16,142,282,2.311628253350232e-5,4.9563626330472126e-5,4.205613016050609e-5,2.8413257167194272e-5,8.461355985868635e-5,3.280040284599113e-5,3.802212052285712e-5,1.0715157246660844e-5,1.1737725151953318e-5,3.0099063542885523e-5,1.1877873378858487e-5,2.0813593018087603e-5,-0.4005419815457312,2.5211205244787536,1.2486753851317758,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,Random_control;;;410;,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,NA,Random,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,-0.826952687545683,1.4935485445301844,0.33617781573302113,1.7563925264183224,0.22633788551552275,0.7812071502047335,Control,A-C,Activator,Random_control;;;410;,CXXC1,NucDom Act,H-C,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Random_control;;;411;,1 control Pair,-1.1853819933933392,2.2516066223645037,1.2590650512439838,-2.2897550279513976,3.5280407488222956,-0.11989602558374376,0.3054147562157769,0.826453027072877,0.7053108156541477,0.16978704824892182,0.9202281907304148,0.4792355514746971,806,473,452,301,742,281,1076,27,392,26,77,295,1.606183079483006e-5,2.222141730266665e-5,2.6925454437037893e-5,1.0002795798041491e-5,7.429971765105948e-5,2.0036767825485883e-5,3.652839435945916e-5,4.666278155803917e-6,1.1249849045392912e-5,4.891097825718897e-5,6.440818663183829e-6,2.1773084894807953e-5,-1.7375685106723684,2.8898236855933996,0.56958451283012,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,Random_control;;;411;,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,NA,Random,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,-0.8841790367756909,1.8148656773750618,0.4546958711935748,1.845489111060621,-0.04528660421363237,0.8010679641860744,Control,A-C,Activator,Random_control;;;411;,CXXC1,NucDom Act,H-C,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Random_control;;;411; --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,1 control Pair,-1.0199762888695156,2.143165564217031,-0.870715135459449,-0.5705478249357223,3.081262127931068,0.3785642927113937,0.33026346502754206,0.8154062767189411,0.353535646226838,0.4024003363764403,0.8943313563508143,0.5652263629260683,977,975,450,648,1414,946,1163,60,1708,17,200,703,1.9469489685544626e-5,4.580524708266381e-5,2.6806315258112947e-5,2.1534258063557764e-5,1.4159002797654733e-4,6.745474150501654e-5,3.9481898364359666e-5,1.0369507012897592e-5,4.9017199412069114e-5,3.1980255014315866e-5,1.67293991251528e-5,5.188636841033896e-5,-0.795262056902619,2.6122138460740496,-0.2460754213740277,Random_control;;;411;,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,NA,Random,Control,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,-0.8841790367756909,1.8148656773750618,0.4546958711935748,1.845489111060621,-0.04528660421363237,0.8010679641860744,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,C-A,Activator,Random_control;;;411;,CXXC1,NucDom Act,C-H,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Random_control;;;89; --- Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,1 control Pair,0.00831163276545093,1.5358352504674209,0.4059407289045774,-0.9870109123156326,2.409682371061731,0.5865761626126673,0.5014402922205494,0.743560978321899,0.5698837009869758,0.3353370708576993,0.8416110882232879,0.6002684111958001,2505,1216,713,714,941,872,1462,114,1117,25,212,561,4.991921357450285e-5,5.712736456668635e-5,4.24731172867434e-5,2.3727562125586796e-5,9.422646133375604e-5,6.217815496022666e-5,4.96324466110867e-5,1.9702063324505425e-5,3.205633006046909e-5,4.702978678575863e-5,1.773316307266197e-5,4.140576483385513e-5,-0.4893496397750909,1.972758810764576,0.4962584457586223,Random_control;;;89;,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,NA,Random,Control,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,-0.9452349869247396,0.6462641505465293,1.4540304030988747,1.2203186361096527,0.3575542995865025,0.597734601208196,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,C-A,Activator,Random_control;;;89;,CXXC1,NucDom Act,C-H,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48 --- Random_control;;;89;,1 control Pair,-1.7765044124801737,1.8992978105739955,1.736490221513485,0.02046268541312739,2.7771275738876753,1.341269416604842,0.2259401552864517,0.7885976284458623,0.7691722723471155,0.5035458537303409,0.8726903121475222,0.7170138325496129,724,1386,899,689,481,556,1456,101,560,12,84,212,1.4427748753668689e-5,6.511392046827902e-5,5.355306092676342e-5,2.2896765132393986e-5,4.816464176571377e-5,3.964570430950232e-5,4.942875667971425e-5,1.745533680504428e-5,1.6071212921989873e-5,2.2574297657164143e-5,7.026347632564177e-6,1.5647098297285714e-5,-0.8780208635335232,2.3382126922308357,1.5388798190591635,Short_nuclear_domain;CXXC1_HUMAN;PHD;12;48,Random_control;;;89;,CXXC1,binds non-methylated CpGs; SETD1 complex member,NucDom Act,NA,Random,Control,-1.1200785058067335,0.5623247886535916,2.3404888774403396,0.70456541198836,0.8372902131051576,0.9887205597956521,Activator,-0.9452349869247396,0.6462641505465293,1.4540304030988747,1.2203186361096527,0.3575542995865025,0.597734601208196,Control,A-C,Activator,Random_control;;;89;,CXXC1,NucDom Act,H-C,-1.1200785058067335,2.3404888774403396,0.8372902131051576
Silencer_tiles;ENSG00000088305;10 --- DMD_control_tiles;ENSG00000198947;;130;,1 control Pair,-1.073148771963543,2.457385024265484,0.07728005561486787,-0.33926575763650746,1.9473887352875157,0.8347204642233138,0.3221628191440847,0.8459690867922801,0.5133884119656021,0.44147916307465856,0.7941013452277359,0.6407415510940656,3416,4748,1996,2461,2194,2171,4219,235,3927,55,681,1176,6.807346649521028e-5,2.2305980835742335e-4,1.1890090056709654e-4,8.178365600990071e-5,2.1969485246148857e-4,1.5480364038836247e-4,1.4322797007672693e-4,4.061390246718224e-5,1.12699380615454e-4,1.0346553092866898e-4,5.696360402114529e-5,8.67971113094717e-5,-0.7062072648000253,2.2023868797765,0.4560002599190908,Silencer_tiles;ENSG00000088305;10,DMD_control_tiles;ENSG00000198947;;130;,DNMT3B,DNA methylation,SilTile Repr,DMD,Dystrophin,Control,-1.4036946181843917,0.5714626912572395,1.3563232460925239,0.6528227553381606,0.055461280236839744,0.6568946482380906,Repressor,-1.0824935906394701,1.1669091568625771,1.0223775622802986,1.6259180419747101,0.2667620245419775,0.9686417587037139,Control,R-C,Repressor,DMD_control_tiles;ENSG00000198947;;130;,DNMT3B,SilTile Repr,H-C,-1.4036946181843917,1.3563232460925239,0.055461280236839744
DMD_control_tiles;ENSG00000198947;;130; --- Silencer_tiles;ENSG00000088305;10,1 control Pair,-1.3759126820226797,1.7920439389948073,-0.5931427653638419,-1.8169362459485647,1.1760285573341105,0.5887923393705341,0.27813932417773646,0.7759380665774234,0.3986399442431959,0.2210764666998984,0.6932081645756384,0.6006369445868073,831,1223,320,241,151,864,1266,96,1002,15,80,555,1.6560026539086576e-5,5.745622275086958e-5,1.9062268627991428e-5,8.008883014378737e-6,1.5120292945161702e-5,6.160771317160072e-5,4.297857551958671e-5,1.659121122063615e-5,2.8755991692560452e-5,2.8217872071455177e-5,6.691759650061121e-6,4.096292242921496e-5,-1.5964244639856222,1.484036248164459,-0.0021752129966539,DMD_control_tiles;ENSG00000198947;;130;,Silencer_tiles;ENSG00000088305;10,DMD,Dystrophin,Control,DNMT3B,DNA methylation,SilTile Repr,-1.0824935906394701,1.1669091568625771,1.0223775622802986,1.6259180419747101,0.2667620245419775,0.9686417587037139,Control,-1.4036946181843917,0.5714626912572395,1.3563232460925239,0.6528227553381606,0.055461280236839744,0.6568946482380906,Repressor,C-R,Repressor,DMD_control_tiles;ENSG00000198947;;130;,DNMT3B,SilTile Repr,C-H,-1.4036946181843917,1.3563232460925239,0.055461280236839744
